កករចិត្ត	កករ|ចិត្ត	ក・ក・រ・ច・ិ・ត・្・ត
ឧត្តមបុរស	ឧត្តម|បុរស	ឧ・ត・្・ត・ម・ប・ុ・រ・ស
ឧត្តមបុរិសៈ	ឧត្តម|បុរិសៈ	ឧ・ត・្・ត・ម・ប・ុ・រ・ិ・ស・ៈ
ឧត្តមប្រយោជន៍	ឧត្តម|ប្រយោជន៍	ឧ・ត・្・ត・ម・ប・្・រ・យ・ោ・ជ・ន・៍
ឧត្តមពង្ស	ឧត្តម|ពង្ស	ឧ・ត・្・ត・ម・ព・ង・្・ស
ឧត្តមភាព	ឧត្តម|ភាព	ឧ・ត・្・ត・ម・ភ・ា・ព
ឧត្តមភូមិ	ឧត្តម|ភូមិ	ឧ・ត・្・ត・ម・ភ・ូ・ម・ិ
ឧត្តមភេទ	ឧត្តម|ភេទ	ឧ・ត・្・ត・ម・ភ・េ・ទ
ឧត្តមមន្ត្រី	ឧត្តម|មន្ត្រី	ឧ・ត・្・ត・ម・ម・ន・្・ត・្・រ・ី
ឧត្តមវង្ស	ឧត្តម|វង្ស	ឧ・ត・្・ត・ម・វ・ង・្・ស
ឧត្តមវិជ្ជា	ឧត្តម|វិជ្ជា	ឧ・ត・្・ត・ម・វ・ិ・ជ・្・ជ・ា
ឧត្តមវិទ្យា	ឧត្តម|វិទ្យា	ឧ・ត・្・ត・ម・វ・ិ・ទ・្・យ・ា
ឧត្តមសិក្សា	ឧត្តម|សិក្សា	ឧ・ត・្・ត・ម・ស・ិ・ក・្・ស・ា
ឧត្តមសេនានី	ឧត្តម|សេនានី	ឧ・ត・្・ត・ម・ស・េ・ន・ា・ន・ី
ឧត្តមសេនីយ៍	ឧត្តម|សេនីយ៍	ឧ・ត・្・ត・ម・ស・េ・ន・ី・យ・៍
ឧត្តមសេនីយ៍ត្រី	ឧត្តម|សេនីយ៍|ត្រី	ឧ・ត・្・ត・ម・ស・េ・ន・ី・យ・៍・ត・្・រ・ី
ឧត្តមសេនីយ៍ទោ	ឧត្តម|សេនីយ៍|ទោ	ឧ・ត・្・ត・ម・ស・េ・ន・ី・យ・៍・ទ・ោ
ឧត្តមសេនីយ៍ឯក	ឧត្តម|សេនីយ៍|ឯក	ឧ・ត・្・ត・ម・ស・េ・ន・ី・យ・៍・ឯ・ក
ឧត្តមស័ក្ដិ	ឧត្តម|ស័ក្ដិ	ឧ・ត・្・ត・ម・ស・័・ក・្・ដ・ិ
ឧត្តមស្នងការ	ឧត្តម|ស្នងការ	ឧ・ត・្・ត・ម・ស・្・ន・ង・ក・ា・រ
ឧត្តមា	ឧត្តមា	ឧ・ត・្・ត・ម・ា
ឧត្តមាង្គ	ឧត្តមាង្គ	ឧ・ត・្・ត・ម・ា・ង・្・គ
ឧត្តមានុភាព	ឧត្តមានុភាព	ឧ・ត・្・ត・ម・ា・ន・ុ・ភ・ា・ព
ឧត្តមានុវត្ត	ឧត្តមានុវត្ត	ឧ・ត・្・ត・ម・ា・ន・ុ・វ・ត・្・ត
ឧត្តមានុវត្ត	ឧត្តមានុវត្ត	ឧ・ត・្・ត・ម・ា・ន・ុ・វ・ត・្・ត
ឧត្តមាភិសេក	ឧត្តមាភិសេក	ឧ・ត・្・ត・ម・ា・ភ・ិ・ស・េ・ក
ឧត្តមោ	ឧត្តមោ	ឧ・ត・្・ត・ម・ោ
ឧត្តមំ	ឧត្តមំ	ឧ・ត・្・ត・ម・ំ
ឧត្តមៈ	ឧត្តមៈ	ឧ・ត・្・ត・ម・ៈ
ឧត្តម—	ឧត្តម|—	ឧ・ត・្・ត・ម・—
ឧត្តរ	ឧត្តរ	ឧ・ត・្・ត・រ
ឧត្តរករោទ្វីប	ឧត្តរក|រោទ្វីប	ឧ・ត・្・ត・រ・ក・រ・ោ・ទ・្・វ・ី・ប
ឧត្តរកាយ	ឧត្តរ|កាយ	ឧ・ត・្・ត・រ・ក・ា・យ
ឧត្តរកាល	ឧត្តរកាល	ឧ・ត・្・ត・រ・ក・ា・ល
ឧត្តរកុរុ	ឧត្តរកុរុ	ឧ・ត・្・ត・រ・ក・ុ・រ・ុ
ឧត្តរកុរុទ្វីប	ឧត្តរកុរុទ្វីប	ឧ・ត・្・ត・រ・ក・ុ・រ・ុ・ទ・្・វ・ី・ប
ឧត្តរជីវី	ឧត្តរ|ជីវី	ឧ・ត・្・ត・រ・ជ・ី・វ・ី
ឧត្តរទិស	ឧត្តរ|ទិស	ឧ・ត・្・ត・រ・ទ・ិ・ស
ឧត្តរទិសាភាគ	ឧត្តរ|ទិសា|ភាគ	ឧ・ត・្・ត・រ・ទ・ិ・ស・ា・ភ・ា・គ
ឧត្តរនិកាយ	ឧត្តរ|និកាយ	ឧ・ត・្・ត・រ・ន・ិ・ក・ា・យ
ឧត្តរប័ដ	ឧត្តរប័ដ	ឧ・ត・្・ត・រ・ប・័・ដ
ឧត្តរមានជ័យ	ឧត្តរ|មាន|ជ័យ	ឧ・ត・្・ត・រ・ម・ា・ន・ជ・័・យ
ឧត្តរលុប	ឧត្តរលុប	ឧ・ត・្・ត・រ・ល・ុ・ប
ឧត្តរលោប	ឧត្តរ|លោប	ឧ・ត・្・ត・រ・ល・ោ・ប
ឧត្តរា	ឧត្តរា	ឧ・ត・្・ត・រ・ា
ឧត្តរានុទិស	ឧត្តរានុទិស	ឧ・ត・្・ត・រ・ា・ន・ុ・ទ・ិ・ស
ឧត្តរាព័ត៌	ឧត្តរា|ព័ត៌	ឧ・ត・្・ត・រ・ា・ព・័・ត・៌
ឧត្តរាភិមុខ	ឧត្តរា|ភិមុខ	ឧ・ត・្・ត・រ・ា・ភ・ិ・ម・ុ・ខ
ឧត្តរាវដ្ដ	ឧត្តរាវ|ដ្ដ	ឧ・ត・្・ត・រ・ា・វ・ដ・្・ដ
ឧត្តរាសង្គ	ឧត្តរា|សង្គ	ឧ・ត・្・ត・រ・ា・ស・ង・្・គ
ឧត្តរាសាឍ	ឧត្តរាសាឍ	ឧ・ត・្・ត・រ・ា・ស・ា・ឍ
ឧត្តរិ	ឧត្តរិ	ឧ・ត・្・ត・រ・ិ
ឧត្តរិគមនាគម	ឧត្តរិគមនាគម	ឧ・ត・្・ត・រ・ិ・គ・ម・ន・ា・គ・ម
ឧត្តរិត្រីមាស	ឧត្តរិត្រី|មាស	ឧ・ត・្・ត・រ・ិ・ត・្・រ・ី・ម・ា・ស
ឧត្តរិទ្វិរត្ត	ឧត្តរិទ្វិរត្ត	ឧ・ត・្・ត・រ・ិ・ទ・្・វ・ិ・រ・ត・្・ត
ឧត្តរិទ្វិរត្ត	ឧត្តរិទ្វិរត្ត	ឧ・ត・្・ត・រ・ិ・ទ・្・វ・ិ・រ・ត・្・ត
ឧត្តរិភង្គ	ឧត្តរិភង្គ	ឧ・ត・្・ត・រ・ិ・ភ・ង・្・គ
ឧត្តរិមគ្គ	ឧត្តរិមគ្គ	ឧ・ត・្・ត・រ・ិ・ម・គ・្・គ
ឧត្តរិមនុស្ស	ឧត្តរិមនុស្ស	ឧ・ត・្・ត・រ・ិ・ម・ន・ុ・ស・្・ស
ឧត្តរិមនុស្សធម្ម	ឧត្តរិមនុស្ស|ធម្ម	ឧ・ត・្・ត・រ・ិ・ម・ន・ុ・ស・្・ស・ធ・ម・្・ម
ឧត្តរិលាភ	ឧត្តរិលាភ	ឧ・ត・្・ត・រ・ិ・ល・ា・ភ
ឧត្តរិ—	ឧត្តរិ—	ឧ・ត・្・ត・រ・ិ・—
ឧត្តរោ	ឧត្តរោ	ឧ・ត・្・ត・រ・ោ
ឧត្តរំ	ឧត្តរំ	ឧ・ត・្・ត・រ・ំ
ឧត្តរៈ	ឧត្តរៈ	ឧ・ត・្・ត・រ・ៈ
ឧត្តរ—	ឧត្តរ—	ឧ・ត・្・ត・រ・—
ឧត្តល	ឧត្តល	ឧ・ត・្・ត・ល
ឧត្តលា	ឧត្តលា	ឧ・ត・្・ត・ល・ា
ឧត្តលោ	ឧត្តលោ	ឧ・ត・្・ត・ល・ោ
ឧត្តាន	ឧត្តាន	ឧ・ត・្・ត・ា・ន
ឧត្តានកថា	ឧត្តានក|ថា	ឧ・ត・្・ត・ា・ន・ក・ថ・ា
ឧត្តានការណ៍	ឧត្តានការណ៍	ឧ・ត・្・ត・ា・ន・ក・ា・រ・ណ・៍
ឧត្តានចិន្តា	ឧត្តាន|ចិន្តា	ឧ・ត・្・ត・ា・ន・ច・ិ・ន・្・ត・ា
ឧត្តានភាព	ឧត្តាន|ភាព	ឧ・ត・្・ត・ា・ន・ភ・ា・ព
ឧត្តានមតិ	ឧត្តាន|មតិ	ឧ・ត・្・ត・ា・ន・ម・ត・ិ
ឧត្តានសេយ្យា	ឧត្តាន|សេយ្យា	ឧ・ត・្・ត・ា・ន・ស・េ・យ・្・យ・ា
ឧត្តាន—	ឧត្តាន—	ឧ・ត・្・ត・ា・ន・—
ឧត្តាស	ឧត្តាស	ឧ・ត・្・ត・ា・ស
ឧត្តាសការណ៍	ឧត្តា|សការណ៍	ឧ・ត・្・ត・ា・ស・ក・ា・រ・ណ・៍
ឧត្តាសចិត្ត	ឧត្តាស|ចិត្ត	ឧ・ត・្・ត・ា・ស・ច・ិ・ត・្・ត
ឧត្តាសចិត្ត	ឧត្តាស|ចិត្ត	ឧ・ត・្・ត・ា・ស・ច・ិ・ត・្・ត
ឧត្តាសដ្ឋាន	ឧត្តា|សដ្ឋាន	ឧ・ត・្・ត・ា・ស・ដ・្・ឋ・ា・ន
ឧត្តាសនីយដ្ឋាន	ឧត្តាសនីយ|ដ្ឋាន	ឧ・ត・្・ត・ា・ស・ន・ី・យ・ដ・្・ឋ・ា・ន
ឧត្តាសភាព	ឧត្តា|សភាព	ឧ・ត・្・ត・ា・ស・ភ・ា・ព
ឧត្តាសៈ	ឧត្តាសៈ	ឧ・ត・្・ត・ា・ស・ៈ
ឧត្តាស—	ឧត្តា|ស—	ឧ・ត・្・ត・ា・ស・—
ឧត្តុង្គ	ឧត្តុង្គ	ឧ・ត・្・ត・ុ・ង・្・គ
ឧត្តុង្គឧត្តម	ឧត្តុង្គឧត្តម	ឧ・ត・្・ត・ុ・ង・្・គ・ឧ・ត・្・ត・ម
ឧត្តុង្គឧត្តម	ឧត្តុង្គឧត្តម	ឧ・ត・្・ត・ុ・ង・្・គ・ឧ・ត・្・ត・ម
ឧត្រាសចិត្ត	ឧត្រាស|ចិត្ត	ឧ・ត・្・រ・ា・ស・ច・ិ・ត・្・ត
ឧទ្ទេសភត្ត	ឧទ្ទេស|ភត្ត	ឧ・ទ・្・ទ・េ・ស・ភ・ត・្・ត
ឧទ្ធច្ចចិត្ត	ឧទ្ធ|ច្ច|ចិត្ត	ឧ・ទ・្・ធ・ច・្・ច・ច・ិ・ត・្・ត
ឧទ្ធច្ចសម្បយុត្ត	ឧទ្ធ|ច្ច|សម្បយុត្ត	ឧ・ទ・្・ធ・ច・្・ច・ស・ម・្・ប・យ・ុ・ត・្・ត
ឧបចារវត្ត	ឧបចារ|វត្ត	ឧ・ប・ច・ា・រ・វ・ត・្・ត
ឧបជ្ឈាយវត្ត	ឧបជ្ឈាយ|វត្ត	ឧ・ប・ជ・្・ឈ・ា・យ・វ・ត・្・ត
ឧបនិស្សយសម្បត្តិ	ឧប|និស្សយ|សម្បត្តិ	ឧ・ប・ន・ិ・ស・្・ស・យ・ស・ម・្・ប・ត・្・ត・ិ
ឧបបាតិកសត្ត	ឧបបាតិក|សត្ត	ឧ・ប・ប・ា・ត・ិ・ក・ស・ត・្・ត
ឧបាសកប្បដិបត្តិ	ឧបាសក|ប្បដិបត្តិ	ឧ・ប・ា・ស・ក・ប・្・ប・ដ・ិ・ប・ត・្・ត・ិ
ឧបាសកប្រតិបត្តិ	ឧបាសក|ប្រតិបត្តិ	ឧ・ប・ា・ស・ក・ប・្・រ・ត・ិ・ប・ត・្・ត・ិ
ឧបាសកសម្បត្តិ	ឧបាសក|សម្បត្តិ	ឧ・ប・ា・ស・ក・ស・ម・្・ប・ត・្・ត・ិ
ឧបេក្ខាសម្បយុត្ត	ឧបេក្ខា|សម្បយុត្ត	ឧ・ប・េ・ក・្・ខ・ា・ស・ម・្・ប・យ・ុ・ត・្・ត
ឧបោសថាគារវត្ត	ឧបោស|ថា|គារ|វត្ត	ឧ・ប・ោ・ស・ថ・ា・គ・ា・រ・វ・ត・្・ត
ឧបោសថិកភត្ត	ឧបោស|ថិក|ភត្ត	ឧ・ប・ោ・ស・ថ・ិ・ក・ភ・ត・្・ត
ឧប្បត្តិ	ឧប្បត្តិ	ឧ・ប・្・ប・ត・្・ត・ិ
ឧប្បត្តិក	ឧប្បត្តិក	ឧ・ប・្・ប・ត・្・ត・ិ・ក
ឧប្បត្តិកថា	ឧប្បត្តិក|ថា	ឧ・ប・្・ប・ត・្・ត・ិ・ក・ថ・ា
ឧប្បត្តិកអាចារ្យ	ឧប្បត្តិក|អាចារ្យ	ឧ・ប・្・ប・ត・្・ត・ិ・ក・អ・ា・ច・ា・រ・្・យ
ឧប្បត្តិការណ៍	ឧប្បត្តិការណ៍	ឧ・ប・្・ប・ត・្・ត・ិ・ក・ា・រ・ណ・៍
ឧប្បត្តិកេតនៈ	ឧប្បត្តិ|កេតនៈ	ឧ・ប・្・ប・ត・្・ត・ិ・ក・េ・ត・ន・ៈ
ឧប្បត្តិកេតន៍	ឧប្បត្តិ|កេតន៍	ឧ・ប・្・ប・ត・្・ត・ិ・ក・េ・ត・ន・៍
ឧប្បត្តិភាព	ឧប្បត្តិ|ភាព	ឧ・ប・្・ប・ត・្・ត・ិ・ភ・ា・ព
ឧប្បត្តិហេតុ	ឧប្បត្តិ|ហេតុ	ឧ・ប・្・ប・ត・្・ត・ិ・ហ・េ・ត・ុ
ឧប្បត្តិ—	ឧប្បត្តិ|—	ឧ・ប・្・ប・ត・្・ត・ិ・—
ឧប្បលបត្ត	ឧប្បល|បត្ត	ឧ・ប・្・ប・ល・ប・ត・្・ត
ឧភយពាក្យបរិវត្តន៍	ឧភយ|ពាក្យ|បរិវត្តន៍	ឧ・ភ・យ・ព・ា・ក・្・យ・ប・រ・ិ・វ・ត・្・ត・ន・៍
ឧភយវាក្យបរិវត្តន៍	ឧភយ|វា|ក្យ|បរិវត្តន៍	ឧ・ភ・យ・វ・ា・ក・្・យ・ប・រ・ិ・វ・ត・្・ត・ន・៍
ឧមានិមិត្ត	ឧមានិមិត្ត	ឧ・ម・ា・ន・ិ・ម・ិ・ត・្・ត
ឧម្មត្តក	ឧម្មត្តក	ឧ・ម・្・ម・ត・្・ត・ក
ឧម្មត្តកភាព	ឧម្មត្តក|ភាព	ឧ・ម・្・ម・ត・្・ត・ក・ភ・ា・ព
ឧម្មត្តកោ	ឧម្មត្ត|កោ	ឧ・ម・្・ម・ត・្・ត・ក・ោ
ឧម្មត្តកៈ	ឧម្មត្តកៈ	ឧ・ម・្・ម・ត・្・ត・ក・ៈ
ឧម្មត្តក–	ឧម្មត្តក|–	ឧ・ម・្・ម・ត・្・ត・ក・–
ឧម្មត្តិកា	ឧម្មត្តិកា	ឧ・ម・្・ម・ត・្・ត・ិ・ក・ា
ឧរគសត្ត	ឧរគសត្ត	ឧ・រ・គ・ស・ត・្・ត
ឧឡារសត្ត	ឧឡារ|សត្ត	ឧ・ឡ・ា・រ・ស・ត・្・ត
ឯកចិត្ត	ឯក|ចិត្ត	ឯ・ក・ច・ិ・ត・្・ត
ឯកត្តជន	ឯកត្ត|ជន	ឯ・ក・ត・្・ត・ជ・ន
ឯកត្តភាព	ឯកត្ត|ភាព	ឯ・ក・ត・្・ត・ភ・ា・ព
